fid,type,sub_type,name,source,global_id,label,province,prov_code,district,distr_code,lat,long,data_year,geometry
2455,Health Facility,Rural Health Post,Luatembo RHP,MOH,{54504C58-851E-4935-BBE3-BE04EB44FF67},Luatembo RHP,Western,110,Mongu,110007,-15.260044,23.8065019997,2017-2018,"c(23.8065019996676, -15.2600440000305)"
2456,Health Facility,Rural Health Center,Lukalanya RHC,MOH,{012B8D21-8D9C-419D-B3E6-1FC7A46A18B9},Lukalanya RHC,Western,110,Mongu,110007,-15.2747180004,23.7171279998,2017-2018,"c(23.7171279997575, -15.2747180004353)"
2457,Health Facility,Rural Health Center,Lukweta RHC,MOH,{77DBDC3D-3E95-4755-B1CD-2DA9BB2E1FBA},Lukweta RHC,Western,110,Mongu,110007,-15.5799130002,23.8290889999,2017-2018,"c(23.8290889998575, -15.5799130001848)"
2458,Health Facility,Rural Health Post,Lulambo RHP,MOH,{689A0B48-C6FD-48F9-BC43-095A3222C1C2},Lulambo RHP,Western,110,Mongu,110007,-15.476999,22.958734,2017-2018,"c(22.9587339999742, -15.4769990000038)"
2459,Health Facility,Rural Health Center,Mabumbu RHC,MOH,{6A1BF0A1-C4AB-4412-884E-828DD189AEB5},Mabumbu RHC,Western,110,Mongu,110007,-15.1759109999,23.1540769998,2017-2018,"c(23.1540769997538, -15.1759109998927)"
2460,Health Facility,Rural Health Center,Mawawa RHC,MOH,{C22556CB-C481-44B0-8010-726131F9CAD8},Mawawa RHC,Western,110,Limulunga,110003,-15.1798570002,23.239928,2017-2018,"c(23.2399279999773, -15.1798570002003)"
2461,Health Facility,Health Center,Mulambwa HC,MOH,{B831342B-BC89-4FEC-BD20-5E7EAFEA83CE},Mulambwa HC,Western,110,Mongu,110007,-15.2760479997,23.1297280001,2017-2018,"c(23.1297280001472, -15.2760479997154)"
2462,Health Facility,Rural Health Post,Mutalaeti RHP,MOH,{8AFB70B1-6E34-4AD7-B679-A33EB0EAF59C},Mutalaeti RHP,Western,110,Mongu,110007,-15.2384339999,22.8708369998,2017-2018,"c(22.8708369998277, -15.2384339999291)"
2463,Health Facility,Rural Health Post,Mweeke RHP,MOH,{31C43768-46AB-4105-83AC-FD04D4AF66B5},Mweeke RHP,Western,110,Limulunga,110003,-15.2422430002,23.33141,2017-2018,"c(23.3314099999716, -15.2422430002142)"
2464,Health Facility,Rural Health Center,Nalwei RHC,MOH,{82C9F497-0804-4792-B9E1-21E4CE56BAA5},Nalwei RHC,Western,110,Limulunga,110003,-15.0765580003,23.9057509999,2017-2018,"c(23.9057509999088, -15.0765580002515)"
2465,Health Facility,Rural Health Post,Namengo RHP,MOH,{4F289D34-80F2-4588-BBE4-D2579684C4B8},Namengo RHP,Western,110,Mongu,110007,-15.7383300004,23.8207690002,2017-2018,"c(23.8207690001893, -15.7383300004291)"
2466,Health Facility,Rural Health Center,Namushakende RHC,MOH,{B33823A1-51C1-4B34-89EF-45FDCCF75E6A},Namushakende RHC,Western,110,Mongu,110007,-15.4452980004,23.2174799999,2017-2018,"c(23.2174799999021, -15.4452980004024)"
2467,Health Facility,Rural Health Post,Natonga RHP,MOH,{BE562AFE-18D5-460D-B0AE-B27F2D2650D1},Natonga RHP,Western,110,Mongu,110007,-15.4554530002,23.771874,2017-2018,"c(23.7718739999852, -15.4554530001558)"
2468,Health Facility,Rural Health Center,Ndau RHC,MOH,{AA13FE11-4C2E-48D7-BFBD-8F353467E12A},Ndau RHC,Western,110,Mongu,110007,-15.4205310004,22.9588140001,2017-2018,"c(22.9588140000661, -15.4205310004053)"
2469,Health Facility,Rural Health Post,Nomai RHP,MOH,{B8C11F4C-C176-4F2C-9D3A-40B4B36E44A1},Nomai RHP,Western,110,Mongu,110007,-15.3466140001,23.2422190004,2017-2018,"c(23.2422190004066, -15.346614000136)"
2470,Health Facility,Health Center,Prison HC,MOH,{F7FF72A2-F3E5-4C04-9ECB-8BEB45B28DCE},Prison HC,Western,110,Mongu,110007,-15.2654789998,23.143609,2017-2018,"c(23.1436089999555, -15.265478999756)"
2471,Health Facility,Rural Health Center,Sefula RHC,MOH,{4E695BE5-2C19-44F2-B4F4-4890ECC65609},Sefula RHC,Western,110,Mongu,110007,-15.3840699998,23.1860569996,2017-2018,"c(23.1860569996309, -15.3840699998306)"
2472,Health Facility,Rural Health Post,Sibongo RHP,MOH,{1E9374C9-1FE1-4D02-8F2E-4DA0ACE9DC1B},Sibongo RHP,Western,110,Mongu,110007,-15.5068450004,23.9846529998,2017-2018,"c(23.9846529998361, -15.5068450003964)"
2473,Health Facility,Rural Health Center,Simulumbe RHC,MOH,{18607EAF-AFB4-4D5E-AF28-0986D5386FC3},Simulumbe RHC,Western,110,Mongu,110007,-15.1594020003,23.5543479998,2017-2018,"c(23.5543479997604, -15.159402000302)"
2474,Health Facility,Rural Health Post,Siwa RHP,MOH,{F2498670-FD5B-4E73-A074-D56F5A84508C},Siwa RHP,Western,110,Mongu,110007,-15.2911019997,23.290008,2017-2018,"c(23.2900079999692, -15.2911019996575)"
2475,Health Facility,Hospital,Mongu Dis Hospital,MOH,{00DC0087-4BB3-4BD5-9202-A0D0029DDBF7},Mongu Dis Hospital,Western,110,Mongu,110007,-15.288731,23.1583849997,2017-2018,"c(23.158384999668, -15.2887310000356)"
2476,Health Facility,Rural Health Center,Bwina RHC,MOH,{4CCE4BF4-E751-4A88-A156-954F161FC7A7},Bwina RHC,Western,110,Mulobezi,110008,-16.4401989998,24.9572500004,2017-2018,"c(24.9572500003873, -16.4401989997839)"
2477,Health Facility,Rural Health Post,Kamanga RHP,MOH,{7DDC0F19-E0CD-407F-BDA9-62039AB5D8B6},Kamanga RHP,Western,110,Mulobezi,110008,-16.2652630004,24.8841930002,2017-2018,"c(24.8841930002068, -16.2652630003871)"
2478,Health Facility,Rural Health Post,Kasima RHP,MOH,{E0F20D85-77D3-45BF-9775-499CC53F7430},Kasima RHP,Western,110,Mulobezi,110008,-16.6779370004,25.1640859996,2017-2018,"c(25.1640859995693, -16.6779370003922)"
2479,Health Facility,Rural Health Post,Kasompa RHP,MOH,{EA1000AE-C6D6-4889-B172-F8D32A86CB2F},Kasompa RHP,Western,110,Mulobezi,110008,-16.0886969996,24.435554,2017-2018,"c(24.4355540000171, -16.0886969995668)"
2480,Health Facility,Rural Health Center,Kaywala RHC,MOH,{43F3D3E9-0AFB-4B19-8608-78B031504E14},Kaywala RHC,Western,110,Mulobezi,110008,-15.905644,24.9057610002,2017-2018,"c(24.9057610001701, -15.9056439999706)"
2481,Health Facility,Rural Health Post,Mulauli RHP,MOH,{61A5AACA-9088-4A40-A274-28D0C949F5CE},Mulauli RHP,Western,110,Mulobezi,110008,-16.9493740001,25.1595400004,2017-2018,"c(25.1595400003708, -16.94937400011)"
2482,Health Facility,Hospital,Mulobezi Dis Hospital,MOH,{0A972434-5B66-4779-81E6-C819E506A3AB},Mulobezi Dis Hospital,Western,110,Mulobezi,110008,-16.7429360004,24.9828069999,2017-2018,"c(24.9828069999431, -16.7429360003961)"
2483,Health Facility,Rural Health Center,Mulobezi RHC,MOH,{15928F8B-3490-4197-9BD0-6690FB00E7F9},Mulobezi RHC,Western,110,Mulobezi,110008,-16.7759809999,25.1715540004,2017-2018,"c(25.1715540004168, -16.7759809999231)"
2484,Health Facility,Rural Health Post,Namakombwe RHP,MOH,{960F8FB6-0FB7-442A-B3BD-131FCD06B774},Namakombwe RHP,Western,110,Mulobezi,110008,-16.8941660002,25.0265140001,2017-2018,"c(25.026514000121, -16.8941660001607)"
2485,Health Facility,Rural Health Center,Nawinda RHC,MOH,{0058E1B5-CC55-46CF-A1A4-D363FCD7E328},Nawinda RHC,Western,110,Mulobezi,110008,-16.5242329999,24.4894420002,2017-2018,"c(24.4894420002482, -16.524232999853)"
2486,Health Facility,Rural Health Post,Sanembo RHP,MOH,{12DE7594-E935-4979-B772-05308DF1662E},Sanembo RHP,Western,110,Mulobezi,110008,-16.8911670004,24.8522330004,2017-2018,"c(24.8522330003527, -16.8911670003567)"
2487,Health Facility,Rural Health Center,Sejamba RHC,MOH,{A5B03850-A1B9-4A2B-A9BD-C43A29CE64A3},Sejamba RHC,Western,110,Mulobezi,110008,-16.3050119997,25.0069469998,2017-2018,"c(25.0069469998043, -16.305011999704)"
2488,Health Facility,Rural Health Center,Sichili Haha RHC,MOH,{DAD5A827-5587-4230-BC64-4A8DEA781771},Sichili Haha RHC,Western,110,Mulobezi,110008,-16.7109660001,24.9548700004,2017-2018,"c(24.9548700003503, -16.7109660000808)"
2489,Health Facility,Hospital,Sichili Mission Dis Hospital,MOH,{ECFC8907-C33E-48A2-9179-538C7B2AECAD},Sichili Mission Dis Hospital,Western,110,Mulobezi,110008,-16.711842,24.9553799996,2017-2018,"c(24.9553799995874, -16.7118420000082)"
2490,Health Facility,Rural Health Post,Lwazamba RHP,MOH,{B29DB584-20E6-4011-98DD-6D9081496C6B},Lwazamba RHP,Western,110,Mwandi,110009,-16.9922030003,24.6930550001,2017-2018,"c(24.6930550000882, -16.9922030002682)"
2491,Health Facility,Rural Health Post,Magumwi RHP,MOH,{DE221B87-12D6-42A8-95C6-B74DCBCA9966},Magumwi RHP,Western,110,Mwandi,110009,-17.1211729996,25.1063570003,2017-2018,"c(25.1063570002754, -17.1211729996342)"
2492,Health Facility,Rural Health Center,Masese RHC,MOH,{E50DD7E6-0D54-4999-AA28-F3D506D19600},Masese RHC,Western,110,Mwandi,110009,-17.285638,24.644435,2017-2018,"c(24.6444349999753, -17.2856379999936)"
2493,Health Facility,Rural Health Center,Matoya RHC,MOH,{521C1807-8BA3-4BA6-9B37-53FE6C6B0ADF},Matoya RHC,Western,110,Mwandi,110009,-17.5014690003,24.7920979998,2017-2018,"c(24.7920979998229, -17.5014690002941)"
2494,Health Facility,Rural Health Center,Mushukula RHC,MOH,{CA988CDA-2002-4555-9D56-FD5225BB61A3},Mushukula RHC,Western,110,Mwandi,110009,-17.0042629997,24.4871529999,2017-2018,"c(24.4871529999111, -17.0042629997376)"
2495,Health Facility,Hospital Affiliated Health Center,Mwandi HAHC,MOH,{072178A8-A79E-4A3A-B929-9C829A7DBD1A},Mwandi HAHC,Western,110,Mwandi,110009,-17.5164480004,24.817278,2017-2018,"c(24.8172779999798, -17.5164480003749)"
2496,Health Facility,Hospital,Mwandi Hospital,MOH,{A376C362-BD9E-4BB5-92C7-F258B7084926},Mwandi Hospital,Western,110,Mwandi,110009,-17.5164480004,24.817278,2017-2018,"c(24.8172779999798, -17.5164480003749)"
2497,Health Facility,Rural Health Post,Situlu RHP,MOH,{197C15F7-A01B-453F-A3E6-E8ECB0027DF2},Situlu RHP,Western,110,Mwandi,110009,-17.4310500004,24.9020930001,2017-2018,"c(24.902093000092, -17.4310500003572)"
2498,Health Facility,Rural Health Post,Kalundu RHP,MOH,{53A31FE5-5A13-4CF2-9714-1BA1A63B18DF},Kalundu RHP,Western,110,Mwandi,110009,-16.814655,24.5664370004,2017-2018,"c(24.5664370003673, -16.8146550000282)"
2499,Health Facility,Rural Health Post,Sankolonga RHP,MOH,{184AD14D-789C-4F49-8A33-DE56FDB42D7F},Sankolonga RHP,Western,110,Mwandi,110009,-17.2672069999,24.8963089996,2017-2018,"c(24.8963089995607, -17.2672069999031)"
2500,Health Facility,Rural Health Post,Chipungu RHP,MOH,{3BA18CA8-609F-4FE1-9057-F92FF29ECE55},Chipungu RHP,Western,110,Nalolo,110010,-15.834172,22.6376309996,2017-2018,"c(22.637630999571, -15.8341720000377)"
2501,Health Facility,Rural Health Center,Kataba RHC,MOH,{B1443C26-B288-4944-AB55-AAA9E437995D},Kataba RHC,Western,110,Nalolo,110010,-15.4464749998,23.3497630001,2017-2018,"c(23.3497630000625, -15.4464749998214)"
2502,Health Facility,Rural Health Center,Kaunga Lueti RHC,MOH,{9CE11E5C-A335-42AD-9FAB-063056A15245},Kaunga Lueti RHC,Western,110,Nalolo,110010,-16.0699379996,23.0310950004,2017-2018,"c(23.031095000434, -16.0699379996389)"
2503,Health Facility,Rural Health Center,Liliachi RHC,MOH,{FB134CD5-1CC1-4B80-A002-BD7EDBC39DF4},Liliachi RHC,Western,110,Nalolo,110010,-15.6912460001,23.0339289998,2017-2018,"c(23.0339289998236, -15.6912460001028)"
2504,Health Facility,Rural Health Center,Litoya RHC,MOH,{EFEC2873-D03E-4065-B567-3F138CDF90C9},Litoya RHC,Western,110,Nalolo,110010,-15.6635020004,23.3458490003,2017-2018,"c(23.3458490003312, -15.6635020004169)"
2505,Health Facility,Rural Health Post,Malombe RHP,MOH,{A1AD1CC6-591C-4942-A4CE-311B0BBCB213},Malombe RHP,Western,110,Nalolo,110010,-15.9615339999,22.8595590004,2017-2018,"c(22.8595590004476, -15.9615339998941)"
2506,Health Facility,Rural Health Post,Mande RHP,MOH,{B5B837B2-C860-468F-BED8-6CCD588B1E61},Mande RHP,Western,110,Nalolo,110010,-15.6725129996,23.1505620004,2017-2018,"c(23.150562000436, -15.6725129995752)"
2507,Health Facility,Rural Health Post,Mapungu RHP,MOH,{EA7586F1-24D3-41FF-A348-B7BA71DC851C},Mapungu RHP,Western,110,Nalolo,110010,-15.9713290001,23.1439650002,2017-2018,"c(23.1439650001847, -15.9713290001332)"
2508,Health Facility,Rural Health Post,Mukukutu RHP,MOH,{B35BF093-E709-44DE-8A1A-A1A73D6F1E68},Mukukutu RHP,Western,110,Nalolo,110010,-15.5004450002,23.2198480003,2017-2018,"c(23.219848000285, -15.5004450002365)"
2509,Health Facility,Rural Health Center,Muoyo RHC,MOH,{B44BE8C5-89FB-4700-AD78-A2398BA875E2},Muoyo RHC,Western,110,Nalolo,110010,-15.5760049998,23.2574090003,2017-2018,"c(23.2574090003251, -15.5760049998308)"
2510,Health Facility,Rural Health Post,Nakatwelenge RHP,MOH,{EAAD7DCA-28C3-4CB5-A852-5E45FC61C415},Nakatwelenge RHP,Western,110,Nalolo,110010,-16.0616949999,23.1664429998,2017-2018,"c(23.1664429998446, -16.0616949999243)"
2511,Health Facility,Rural Health Center,Nalolo RHC,MOH,{F667B94A-8056-4CBF-9EC7-F27DDC1757A4},Nalolo RHC,Western,110,Nalolo,110010,-15.5343319999,23.1085730003,2017-2018,"c(23.1085730003438, -15.5343319999218)"
2512,Health Facility,Rural Health Center,Nanjucha RHC,MOH,{D122E4CF-10B5-4C12-8CE1-2FF47D2F25DC},Nanjucha RHC,Western,110,Nalolo,110010,-15.6821430003,23.2461550003,2017-2018,"c(23.2461550002531, -15.6821430002992)"
2513,Health Facility,Rural Health Center,Nasilimwe RHC,MOH,{D06C660C-01DA-41C5-992A-DA7CD6F741AF},Nasilimwe RHC,Western,110,Nalolo,110010,-15.5962029996,22.9690649998,2017-2018,"c(22.96906499975, -15.5962029995687)"
2514,Health Facility,Rural Health Post,Siloloti RHP,MOH,{86FED851-A891-4364-AD36-4DACD8264466},Siloloti RHP,Western,110,Nalolo,110010,-15.5357519998,22.9600359998,2017-2018,"c(22.9600359997617, -15.535751999755)"
2515,Health Facility,Rural Health Center,Sinungu RHC,MOH,{57DB0759-CFD2-4CE4-888B-C102A6794CF3},Sinungu RHC,Western,110,Nalolo,110010,-15.8041299996,23.0496269998,2017-2018,"c(23.0496269997863, -15.8041299995998)"
2516,Health Facility,Rural Health Post,Suu RHP,MOH,{138AECB2-5D9D-46DC-8698-FEFABA0C382E},Suu RHP,Western,110,Nalolo,110010,-15.8022150003,22.8451339998,2017-2018,"c(22.8451339998343, -15.802215000322)"
2517,Health Facility,Rural Health Center,Kahare RHC,MOH,{E9C7156F-1015-4F9B-9897-706779AEB329},Kahare RHC,Western,110,Nkeyema,110011,-14.8750529996,25.193777,2017-2018,"c(25.1937770000086, -14.8750529995962)"
2518,Health Facility,Rural Health Post,Kakanda RHP,MOH,{4A9E649C-39E2-40D4-9E1A-FC7EED79570A},Kakanda RHP,Western,110,Nkeyema,110011,-14.8269210004,24.962389,2017-2018,"c(24.9623889999525, -14.8269210004038)"
2519,Health Facility,Rural Health Center,Kandende RHC,MOH,{FC4D12BE-C531-4C86-8A05-90E89C022387},Kandende RHC,Western,110,Nkeyema,110011,-14.8145069999,25.2171939998,2017-2018,"c(25.2171939998033, -14.8145069998981)"
2520,Health Facility,Rural Health Post,Lombe Lombe RHP,MOH,{37EE81A4-48CB-4772-87AF-FD58FFBC5FD1},Lombe Lombe RHP,Western,110,Nkeyema,110011,-14.5968499999,25.416719,2017-2018,"c(25.4167189999819, -14.5968499999275)"
2521,Health Facility,Rural Health Post,Maloba RHP,MOH,{B90AB619-BAD3-4318-8409-DB8271202686},Maloba RHP,Western,110,Nkeyema,110011,-14.8956580001,24.9700859997,2017-2018,"c(24.9700859996692, -14.8956580001166)"
2522,Health Facility,Rural Health Post,Mimpongo RHP,MOH,{FF820832-01D1-4949-8208-E7FCEDFB84B5},Mimpongo RHP,Western,110,Nkeyema,110011,-14.7148790002,25.1023580002,2017-2018,"c(25.1023580002216, -14.7148790001657)"
2523,Health Facility,Rural Health Center,Namilangi RHC,MOH,{8CB13503-320A-4EB4-AD91-4A183754A8F9},Namilangi RHC,Western,110,Nkeyema,110011,-14.8390329996,25.0521790002,2017-2018,"c(25.0521790001608, -14.8390329995732)"
2524,Health Facility,Rural Health Center,Njonjolo RHC,MOH,{8FA0B8ED-30D0-488E-AAFF-C507F5601BF8},Njonjolo RHC,Western,110,Nkeyema,110011,-15.036068,25.252554,2017-2018,"c(25.2525539999672, -15.0360680000381)"
2525,Health Facility,Rural Health Center,Nkeyema RHC,MOH,{FC9A4CEF-31EA-4793-96CC-59EC640FB657},Nkeyema RHC,Western,110,Nkeyema,110011,-14.869777,25.3799299996,2017-2018,"c(25.3799299995699, -14.8697770000085)"
2526,Health Facility,Rural Health Center,Itufa RHC,MOH,{2A577A9F-2E65-4ACB-9BD5-DEBB3D55B91F},Itufa RHC,Western,110,Senanga,110012,-15.858567,23.3122050002,2017-2018,"c(23.3122050001607, -15.858566999967)"
2527,Health Facility,Rural Health Post,Liangati RHP,MOH,{6D97494E-72EA-4811-BBBA-DC541ABD239D},Liangati RHP,Western,110,Senanga,110012,-15.7894590002,23.2967499997,2017-2018,"c(23.2967499997127, -15.7894590002326)"
2528,Health Facility,Rural Health Center,Litambya RHC,MOH,{3C630098-7B25-44D7-93B3-533AD303610D},Litambya RHC,Western,110,Senanga,110012,-16.0669949997,23.3089100002,2017-2018,"c(23.3089100001964, -16.0669949997194)"
2529,Health Facility,Rural Health Center,Lui River RHC,MOH,{E3F0C60C-C8C3-4CDF-B377-AF780785BFC8},Lui River RHC,Western,110,Senanga,110012,-15.7663880002,23.5297110004,2017-2018,"c(23.5297110003625, -15.766388000206)"
2530,Health Facility,Rural Health Post,Lui Wanyau RHP,MOH,{65A9EE5F-4330-45CB-A4DB-755225C1A4EB},Lui Wanyau RHP,Western,110,Senanga,110012,-16.1891549998,23.4018469998,2017-2018,"c(23.4018469998392, -16.1891549998033)"
2531,Health Facility,Rural Health Post,Lumben/Ananyezu RHP,MOH,{4D6958FC-A9C9-42C7-A03E-F969378F07A5},Lumben/Ananyezu RHP,Western,110,Senanga,110012,-16.1052769997,23.2986110001,2017-2018,"c(23.2986110000977, -16.1052769997337)"
2532,Health Facility,Rural Health Center,Mata RHC,MOH,{49BEFF75-85F4-4296-97B7-6890B6CAD4FC},Mata RHC,Western,110,Senanga,110012,-15.8864859996,24.0563169996,2017-2018,"c(24.0563169996299, -15.8864859996291)"
2533,Health Facility,Rural Health Post,Maziba RHP,MOH,{52B20D82-7656-49B4-94E4-B4ABDB46254B},Maziba RHP,Western,110,Senanga,110012,-16.7047880003,23.6641839999,2017-2018,"c(23.6641839998917, -16.704788000266)"
2534,Health Facility,Rural Health Post,Mumbula RHP,MOH,{71FEC9B6-DF44-448F-B2C2-2C9CFE2183C4},Mumbula RHP,Western,110,Senanga,110012,-16.1888439999,24.0946829999,2017-2018,"c(24.0946829999206, -16.1888439998507)"
2535,Health Facility,Rural Health Post,Mutwa RHP,MOH,{54726B2C-1915-42A2-8048-17FCF7108C96},Mutwa RHP,Western,110,Senanga,110012,-16.6120479998,23.8640870004,2017-2018,"c(23.8640870004148, -16.6120479998153)"
2536,Health Facility,Rural Health Post,Muweswa RHP,MOH,{99EC42F2-AEA7-4DD0-92D9-3D34D8934A44},Muweswa RHP,Western,110,Senanga,110012,-16.0686600001,23.8168949996,2017-2018,"c(23.8168949996046, -16.0686600000589)"
2537,Health Facility,Rural Health Center,Mwanamwalye RHC,MOH,{76ED7A9B-81A3-457E-A334-978E78EEE466},Mwanamwalye RHC,Western,110,Senanga,110012,-16.4126140002,24.0153699999,2017-2018,"c(24.0153699999256, -16.4126140002359)"
2538,Health Facility,Rural Health Post,Ngundi RHP,MOH,{8E46AF31-69C2-470A-85D5-FC33F97E5E06},Ngundi RHP,Western,110,Senanga,110012,-16.388036,23.395122,2017-2018,"c(23.3951219999803, -16.3880359999614)"
2539,Health Facility,Hospital,Senanga Dis Hospital,MOH,{C2ACB2BD-4AB8-4B6F-8067-AF0FB55E6861},Senanga Dis Hospital,Western,110,Senanga,110012,-16.1010930001,23.3006699997,2017-2018,"c(23.3006699997208, -16.1010930001418)"
2540,Health Facility,Health Center,Senanga HC,MOH,{82D1BD5A-9908-4030-9ACD-9B3A3C8F1905},Senanga HC,Western,110,Senanga,110012,-16.1128609996,23.2899439997,2017-2018,"c(23.2899439997159, -16.1128609996354)"
2541,Health Facility,Rural Health Center,Sibukali RHC,MOH,{77761B2A-90BD-4070-87C6-97B7345D186D},Sibukali RHC,Western,110,Senanga,110012,-16.3222149998,23.8247880003,2017-2018,"c(23.824788000266, -16.3222149998223)"
2542,Health Facility,Rural Health Center,Sikumbi RHC,MOH,{6A903C69-094E-479B-9B7B-91E9008319DC},Sikumbi RHC,Western,110,Senanga,110012,-16.4713540003,23.4609820001,2017-2018,"c(23.4609820001193, -16.4713540002869)"
2543,Health Facility,Rural Health Post,Situnga RHP,MOH,{6F67160A-6124-4C07-837B-5F41E9D8AD69},Situnga RHP,Western,110,Senanga,110012,-15.9771400001,23.3312960001,2017-2018,"c(23.3312960001103, -15.9771400001109)"
2544,Health Facility,Rural Health Center,Kalobolelwa RHC,MOH,{58ED5060-2B08-4190-A76B-BFF791A36646},Kalobolelwa RHC,Western,110,Sesheke,110013,-17.0297159999,23.9795160004,2017-2018,"c(23.9795160003632, -17.0297159998934)"
2545,Health Facility,Rural Health Center,Katima Mulilo RHC,MOH,{A61B7B48-7D1C-4091-8E29-7E92B754B8EB},Katima Mulilo RHC,Western,110,Sesheke,110013,-17.4713509999,24.242585,2017-2018,"c(24.2425849999978, -17.4713509999486)"
2546,Health Facility,Rural Health Post,Lumbe RHP,MOH,{32DD8FE5-D57A-4290-9B25-B9553774EA93},Lumbe RHP,Western,110,Sesheke,110013,-16.5949770004,23.9091510002,2017-2018,"c(23.9091510002185, -16.5949770003882)"
2547,Health Facility,Rural Health Post,Lusu RHP,MOH,{B2C52C36-E97D-4D70-B575-9E9548F496F6},Lusu RHP,Western,110,Sesheke,110013,-17.2128679996,24.0922179996,2017-2018,"c(24.0922179995611, -17.2128679995585)"
2548,Health Facility,Rural Health Post,Lwampungu RHP,MOH,{8EB0A2E6-3F2E-4901-BF29-6800C795C962},Lwampungu RHP,Western,110,Sesheke,110013,-16.7136570001,24.2536450001,2017-2018,"c(24.2536450001167, -16.7136570000704)"
2549,Health Facility,Rural Health Post,Mazaba RHP,MOH,{12D4A2DD-6E6A-4B85-BA84-15FAADCCB071},Mazaba RHP,Western,110,Sesheke,110013,-17.1566839996,24.2590019998,2017-2018,"c(24.2590019998425, -17.1566839995669)"
2550,Health Facility,Rural Health Center,Mukusi Sawmills RHC,MOH,{85EC4A23-8C73-426B-80AB-E0989A6C4130},Mukusi Sawmills RHC,Western,110,Sesheke,110013,-17.07545,24.0361630001,2017-2018,"c(24.0361630001224, -17.0754500000174)"
2551,Health Facility,Rural Health Center,Mulimambango RHC,MOH,{C6B4219C-1D85-4669-8B71-EE4CA104D8AA},Mulimambango RHC,Western,110,Sesheke,110013,-17.4830950001,24.3161829999,2017-2018,"c(24.3161829999456, -17.4830950001341)"
2552,Health Facility,Rural Health Post,Neongelo RHP,MOH,{9C020E46-C9B0-4BCC-A3E4-5A870ACB49C5},Neongelo RHP,Western,110,Sesheke,110013,-17.264148,24.1301909997,2017-2018,"c(24.1301909997149, -17.2641480000301)"
2553,Health Facility,Rural Health Center,Njoko Mission RHC,MOH,{0DC7FFBD-6E4E-43BD-8964-FB5AF3241B64},Njoko Mission RHC,Western,110,Sesheke,110013,-17.0756330004,24.0360759997,2017-2018,"c(24.0360759997077, -17.0756330003626)"
2554,Health Facility,Rural Health Center,Silolo RHC,MOH,{A6EE08DD-258F-43A2-A502-8D5CB4CC9627},Silolo RHC,Western,110,Sesheke,110013,-17.384785,24.1685430003,2017-2018,"c(24.1685430002593, -17.3847850000277)"
2555,Health Facility,Rural Health Center,Silumbu RHC,MOH,{08BDD752-E22B-457D-8CF5-6F0BDB96F67E},Silumbu RHC,Western,110,Sesheke,110013,-16.9210440004,23.8718270003,2017-2018,"c(23.8718270003159, -16.9210440003803)"
2556,Health Facility,Hospital,Yeta Dis Hospital,MOH,{06AE836B-C2B0-4F75-B61E-78D9A7E2CCCF},Yeta Dis Hospital,Western,110,Sesheke,110013,-17.4798859996,24.2926920003,2017-2018,"c(24.2926920003356, -17.4798859996391)"
2557,Health Facility,Hospital Affiliated Health Center,Yeta HAHC,MOH,{A219EF0B-40FE-4F6E-A91C-7D4BF8C5F222},Yeta HAHC,Western,110,Sesheke,110013,-17.4765810001,24.2844030003,2017-2018,"c(24.2844030002983, -17.476581000113)"
2558,Health Facility,Rural Health Center,Zambezi RHC,MOH,{E133D39E-F23C-43D0-AFC7-6C163C7239D1},Zambezi RHC,Western,110,Sesheke,110013,-17.4402389996,24.3773369998,2017-2018,"c(24.3773369998028, -17.4402389996301)"
2559,Health Facility,Rural Health Post,Ngwezi RHP,MOH,{4DEABC25-870B-4BCA-B00B-7ED8CBDD5C28},Ngwezi RHP,Western,110,Sesheke,110013,-17.1720890004,23.733768,2017-2018,"c(23.7337679999932, -17.172089000407)"
2560,Health Facility,Rural Health Center,Sizuka  RHC,MOH,{65007565-863C-4F08-B44F-85D6A9CBF02B},Sizuka  RHC,Western,110,Sesheke,110013,-17.4536369996,24.2453489998,2017-2018,"c(24.2453489997566, -17.4536369996478)"
2561,Health Facility,Rural Health Center,Maundu RHC,MOH,{44BEF2D8-2C4C-47C0-9FC1-5EDF83AAB9B6},Maundu RHC,Western,110,Sesheke,110013,-17.42209,24.5395339999,2017-2018,"c(24.5395339998942, -17.4220899999535)"
2562,Health Facility,Rural Health Center,Keyana RHC,MOH,{D79E1B8B-9A84-48E3-A8E1-20F44BF1EE1A},Keyana RHC,Western,110,Shangombo,110014,-15.991802,22.5444850002,2017-2018,"c(22.5444850001826, -15.9918019999623)"
2563,Health Facility,Rural Health Post,Lupuka RHP,MOH,{4DAD6F3A-B69B-49C0-AE17-17DA9CD7B3C6},Lupuka RHP,Western,110,Shangombo,110014,-16.7125530004,22.4362950004,2017-2018,"c(22.436295000414, -16.7125530004206)"
2564,Health Facility,Rural Health Center,Mambolomoka RHC,MOH,{3AF40090-59BC-4332-BC25-2517BF550F20},Mambolomoka RHC,Western,110,Shangombo,110014,-16.0872959997,22.1335989999,2017-2018,"c(22.133598999894, -16.0872959997106)"
2565,Health Facility,Rural Health Post,Maweleya RHP,MOH,{E35A5FDB-4693-41EE-8886-C189B6F0270B},Maweleya RHP,Western,110,Shangombo,110014,-16.0711830004,22.8191110004,2017-2018,"c(22.8191110003724, -16.0711830003951)"
